"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
742,"743_5",307,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",5,131,"Math ability tests of the BateriÌa III APROV - Calculation",1,"0","Accuracy","Raw",1,"Computation",75,37,38,15.7,2.45,15.13,3.09,0.204098169604234,0.0536205235862832,0.0533428165007112,-0.257195112838687,0.665391452047155
742,"743_6",308,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","3.Middle",6,144,"Math ability tests of the BateriÌa III APROV - Calculation",1,"0","Accuracy","Raw",1,"Computation",73,39,34,18.53,3.62,17.67,3.29,0.247801140847667,0.0554733753154382,0.055052790346908,-0.221605217688855,0.717207499384189
742,"743_1",309,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",1,82,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",82,45,37,27.71,9.33,24.54,10.48,0.321367207367444,0.0498789863344392,0.0492492492492492,-0.122919319573822,0.76565373430871
742,"743_2",310,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",2,94,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",64,32,32,38.38,8.36,36.59,11.02,0.183010704591527,0.0627616634218366,0.0625,-0.317466082586631,0.683487491769684
742,"743_3",311,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",3,106,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",60,30,30,51.23,14.73,47.79,12.04,0.255716321912355,0.0672115903107699,0.0666666666666667,-0.26286485357461,0.774297497399319
742,"743_4",312,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",4,118,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",66,33,33,62.42,14.39,57.3,12.04,0.385916047963583,0.0617343272429987,0.0606060606060606,-0.110158205043961,0.881990300971127
742,"743_5",313,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",5,131,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",75,37,38,67.81,18.61,60.89,14.56,0.414852953928293,0.0544901696565981,0.0533428165007112,-0.0501660323833397,0.879871940239926
742,"743_6",314,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","3.Middle",6,144,"Math ability tests of the BateriÌa III APROV - Fluency",1,"0","Accuracy","Raw",1,"Computation",73,39,34,75.38,20.65,77.47,17.15,-0.109405948809068,0.0551347743307081,0.055052790346908,-0.577377522316264,0.358565624698128
742,"743_1",315,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",1,82,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",82,45,37,17.62,3.71,16.81,3.9,0.213344468045277,0.0495267849934293,0.0492492492492492,-0.229370700598975,0.656059636689529
742,"743_2",316,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",2,94,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",64,32,32,22.25,3.91,20.43,3.47,0.492350649870791,0.0643938215814702,0.0625,-0.0145919832768787,0.99929328301846
742,"743_3",317,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",3,106,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",60,30,30,25.23,4.74,25.35,4.81,-0.0251302149809519,0.0666719293975416,0.0666666666666667,-0.541625276890609,0.491364846928706
742,"743_4",318,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",4,118,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",66,33,33,29.39,3.77,28.51,4.05,0.224919806380075,0.0609893099947125,0.0606060606060606,-0.268152018995094,0.717991631755244
742,"743_5",319,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",5,131,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",75,37,38,30.4,3.8,29.97,4.39,0.104632018407769,0.0534158022292185,0.0533428165007112,-0.355779820775385,0.565043857590922
742,"743_6",320,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","3.Middle",6,144,"Math ability tests of the BateriÌa III APROV - Applied problems",1,"0","Accuracy","Raw",1,"Computation",73,39,34,33,3.02,31.17,3.62,0.552466372829323,0.0571433320805189,0.055052790346908,0.0760469563463777,1.02888578931227
742,"743_1",321,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",1,82,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",82,45,37,9.15,3.41,8.86,5,0.0690369453677222,0.0492783108335523,0.0492492492492492,-0.372566283571051,0.510640174306495
742,"743_2",322,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",2,94,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",64,32,32,15.12,4.64,13,4.56,0.460852142025308,0.0641592554438228,0.0625,-0.04516633365311,0.966870617703726
742,"743_3",323,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",3,106,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",60,30,30,18.3,4.14,18.17,5.18,0.0277249160943184,0.0666730722581036,0.0666666666666667,-0.488774572560692,0.544224404749328
742,"743_4",324,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",4,118,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",66,33,33,22.24,3.49,20.27,4.28,0.504477712277783,0.0625340739559472,0.0606060606060606,0.00520056438317801,1.00375486017239
742,"743_5",325,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",5,131,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",75,37,38,22.56,4.74,22.78,3.22,-0.0544328908511678,0.0533625694314207,0.0533428165007112,-0.514615255622061,0.405749473919725
742,"743_6",326,"Diamantopoulou et al., 2012",2012,1,"Spain",0.756461538461539,"CentralEurope","3.Middle",6,144,"Math ability tests of the BateriÌa III APROV - Quantitative concepts",1,"0","Accuracy","Raw",1,"Computation",73,39,34,25.76,4.46,23.82,2.98,0.504727331534681,0.0567976511633335,0.055052790346908,0.0297511186347999,0.979703544434562
921,"921_1",327,"DiMuzio, 2013",2013,1,"United States",0.739076923,"NorthAmerica",NA,9,NA,"NYS Mathematics Assessment",1,"0","Accuracy","Raw",1,"NationalTest",79,32,47,2.91,1.15,2.83,1.31,0.0640998136932128,0.0525526007200954,0.0525265957446809,-0.392198039077304,0.52039766646373
2000,"2000_1",328,"Domazet et al., 2016",2016,1,"Denmark",0.775307692307692,"NorthEurope","3.Middle",6.5,156,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",568,269,299,43.9,21.2,39.4,19.2,0.223084494375344,0.00710576243173167,0.00706195372431028,0.0575151862046188,0.388653802546068
3498,"3498_1",329,"Donnelly, 2021",2021,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"New York State Math Exam",0,"0","Accuracy","Raw",1,"NationalTest",232,120,112,593.61,16.609,596.51,16.972,-0.172771589625501,0.0173262367062619,0.0172619047619048,-0.432112887749116,0.0865697084981137
769,"769_1",330,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,3.53,0.79,3.5,0.79,0.0379746835443035,0.0232600060365997,0.0232558139534884,-0.263062079063177,0.339011446151784
769,"769_1",331,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,3.31,0.99,3.02,1.24,0.258470513588543,0.0234500203674265,0.0232558139534884,-0.0437933542967057,0.560734381473792
769,"769_1",332,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,13.42,3.85,12.58,4.44,0.202142502221986,0.0233745976488505,0.0232558139534884,-0.0996348858462702,0.503919890290242
769,"769_1",333,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,14.48,3.57,13.64,4.03,0.220648834740468,0.0233973427566056,0.0232558139534884,-0.0812753428115549,0.522573012292491
769,"769_1",334,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,16.68,5.13,15.33,5.17,0.262133945646471,0.0234555645507564,0.0232558139534884,-0.0401656515735959,0.564433542866538
769,"769_1",335,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,14.48,2.17,13.16,3.26,0.476678758497645,0.0239163448802409,0.0232558139534884,0.17142429216962,0.781933224825669
769,"769_1",336,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,6.38,2.26,5.98,2.26,0.176991150442478,0.0233468775213225,0.0232558139534884,-0.124607244399853,0.478589545284808
769,"769_1",337,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,12.84,5.01,13.42,4.52,-0.121560305145585,0.0232987700807764,0.0232558139534884,-0.422847810260881,0.179727199969711
769,"769_1",338,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"BasicNumeracy",172,86,86,19,1.98,18.49,2.51,0.225605198503278,0.0234037723999759,0.0232558139534884,-0.0763604609268169,0.527570857933372
769,"769_1",339,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"Computation",172,86,86,30.48,11.37,27.21,11.33,0.288105279582284,0.0234971065468697,0.0232558139534884,-0.0144618996262574,0.590672458790826
769,"769_1",340,"Dos et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Zareki-R",0,"0","Accuracy","Raw",1,"AdvancedMaths",172,86,86,7.99,3.59,6.21,3.48,0.503475132685373,0.023992695375676,0.0232558139534884,0.197733807710784,0.809216457659962
4031,"4031_1",341,"Dowker & Sheridan, 2022",2022,1,"United Kingdom",0.760384615384615,"NorthEurope","5.UniversityAdults",14,NA,"WAIS-Arithmetic subtest",1,"0","Accuracy","Raw",1,"AdvancedMaths",40,20,20,14.1,1.8035,13.85,1.8432,0.137102139842503,0.100234962459367,0.1,-0.502768421469355,0.776972701154361
4031,"4031_1",342,"Dowker & Sheridan, 2022",2022,1,"United Kingdom",0.760384615384615,"NorthEurope","5.UniversityAdults",14,NA,"Hitch 's Numerical Abilities Tests",1,"0","Accuracy","Raw",1,"BroadMathematics",40,20,20,33.65,6.141,32.85,6.046,0.131283448773749,0.100215441799024,0.1,-0.508524802423048,0.771091699970546
877,"877_1",343,"Duke, 2013",2013,0,"United States",0.739076923,"NorthAmerica",NA,7.5,NA,"math SOL test",1,"0","Accuracy","Raw",1,"NationalTest",1963,439,1524,420.15,76.58,432.16,83.35,-0.146666522351067,0.00293955143814121,0.00293407230702085,-0.252996686460208,-0.0403363582419256
877,"877_2",344,"Duke, 2013",2013,0,"United States",0.739076923,"NorthAmerica",NA,7.5,NA,"math SOL test",1,"0","Accuracy","Raw",1,"NationalTest",2066,667,1399,409.91,72.79,413.8,83.67,-0.0484309643231694,0.00221461431477058,0.00221404665787192,-0.140720326713016,0.0438583980666774
580,"580_1",345,"Dunham, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CRCT",1,"0","Accuracy","Raw",1,"NationalTest",32,19,13,812.86,18.81,803,12.13,0.598792813258224,0.135157043889347,0.129554655870445,-0.150059472289194,1.34764509880564
580,"580_2",346,"Dunham, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CRCT",1,"0","Accuracy","Raw",1,"NationalTest",39,15,24,818.5,19.08,832.68,20.07,-0.719751034423184,0.11497489168658,0.108333333333333,-1.40560401361448,-0.0338980552318852
580,"580_3",347,"Dunham, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CRCT",1,"0","Accuracy","Raw",1,"NationalTest",39,19,20,815.73,18.68,819.67,22.21,-0.191554907119158,0.103102005645335,0.102631578947368,-0.841030868940278,0.457921054701962
1209,"1209_1",348,"Durand, 2014",2014,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,124,"Virgin Islands Territorial Assessment of Learning - Math",1,"0","Accuracy","Raw",1,"NationalTest",169,85,84,53.81,17.23,60.11,6.72,-0.480692995702977,0.0243530942845051,0.0236694677871148,-0.788760806236852,-0.172625185169101
1203,"1203_1",349,"Dyke, 2014",2014,0,"United States",0.739076923,"NorthAmerica","2.Primary",4.5,NA,"Tennesse Comprehensive Assessment Program",1,"0","Accuracy","Raw",1,"NationalTest",356,173,183,1.84,0.865,1.85,0.82,-0.0118741607055871,0.0112450257227841,0.0112448276951262,-0.220422771869899,0.196674450458725
1203,"1203_2",350,"Dyke, 2014",2014,0,"United States",0.739076923,"NorthAmerica","2.Primary",4.5,NA,"Tennesse Comprehensive Assessment Program",1,"0","Accuracy","Raw",1,"NationalTest",1081,515,566,1.56,0.865,1.61,0.86,-0.0579787146969988,0.00371008684997725,0.00370853202511235,-0.177494882461185,0.0615374530671872
266,"266_1",351,"Edwards-Omolewa, 2011",2011,1,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,NA,0,"0","Accuracy","Raw",1,"Computation",66,33,33,0.58,0.79,0.33,0.6,0.356398108620214,0.0615683303926369,0.0606060606060606,-0.139008750757793,0.851804967998222
266,"266_2",352,"Edwards-Omolewa, 2011",2011,1,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,NA,0,"0","Accuracy","Raw",1,"Computation",64,33,31,4.27,1.88,3.35,1.66,0.517740254341645,0.0646552742798293,0.0625610948191593,0.00976951592085828,1.02571099276243
266,"266_3",353,"Edwards-Omolewa, 2011",2011,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,NA,0,"0","Accuracy","Raw",1,"Computation",58,30,28,1.28,0.8,1.57,0.57,-0.41510113604199,0.0705330410574755,0.0690476190476191,-0.946718413605268,0.116516141521289
266,"266_4",354,"Edwards-Omolewa, 2011",2011,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,NA,0,"0","Accuracy","Raw",1,"Computation",70,33,37,2.91,1.74,2.24,1.44,0.421847685475533,0.0586011678282078,0.0573300573300573,-0.0609592301560232,0.904654601107089
529,"529_1",355,"Edwards, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CRCT",1,"0","Accuracy","Raw",1,"NationalTest",42,22,20,77.46,18.23,79,15.29,-0.0911382667480887,0.0955534285934246,0.0954545454545455,-0.714961983971387,0.53268545047521
529,"529_2",356,"Edwards, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CRCT",1,"0","Accuracy","Raw",1,"NationalTest",50,25,25,77.84,13.83,81.36,15.21,-0.242150982330336,0.0805863709824355,0.08,-0.812335495177245,0.328033530516573
2028,"2028_1",357,"Egorova & Chertkova, 2016",2016,1,"Russian Federation",0.699363636363636,"EastEurope&Russia",NA,NA,198,"Unified State Examination (USE) math",1,"0","Accuracy","Raw",1,"NationalTest",22320,9560,12760,47.56,15.46,46.82,14.76,0.0491243933163508,0.000183026475690976,0.000182972416416364,0.0226071361144257,0.0756416505182758
2767,"2767_1",358,"Ellison & Swanson, 2018",2018,1,"United States",0.739076923,"NorthAmerica","4.High",9,NA,"American Mathematics Competition (AMC)",1,"0","Accuracy","Raw",1,"NationalTest",40051,21067,18984,61.7,16.6,56.8,14.8,0.310668497856659,0.000101348441189152,0.000100143540992396,0.29093655938787,0.330400436325448
2767,"2767_2",359,"Ellison & Swanson, 2018",2018,1,"United States",0.739076923,"NorthAmerica","4.High",10,NA,"American Mathematics Competition (AMC)",1,"0","Accuracy","Raw",1,"NationalTest",59160,31152,28008,66,17.2,60.3,15.3,0.349092080365322,6.88347157348535e-05,6.78047522411602e-05,0.332830575326688,0.365353585403957
2767,"2767_3",360,"Ellison & Swanson, 2018",2018,1,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"American Mathematics Competition (AMC)",1,"0","Accuracy","Raw",1,"NationalTest",62336,33988,28348,72.8,17.2,66.3,15.7,0.39311173312096,6.59375534468147e-05,6.46980061970925e-05,0.377196135960005,0.409027330281915
2767,"2767_4",361,"Ellison & Swanson, 2018",2018,1,"United States",0.739076923,"NorthAmerica","4.High",12,NA,"American Mathematics Competition (AMC)",1,"0","Accuracy","Raw",1,"NationalTest",54685,31391,23294,76,17.8,69.1,16.2,0.402643889176813,7.62681012565743e-05,7.47857742794194e-05,0.385526829264153,0.419760949089474
2075,"2075_1",362,"Erdem & Soylu, 2017",2017,1,"Turkiye",0.620076923076923,"MiddleEast",NA,9,NA,"Mathematical Reasoning Test (MRT)",1,"0","Accuracy","Raw",1,"BroadMathematics",409,204,205,16.77,4.82,14.15,5.02,0.532383788389839,0.0101265040613056,0.00978000956480153,0.334566192744065,0.730201384035614
1741,"1741_1",363,"Erdogan & Stuessy, 2016",2016,1,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"Texas Assessment of Knowledge and Skills (TAKS- Academic Performance Score)",1,"0","Accuracy","Raw",1,"NationalTest",9004,4647,4357,2260,252,2247,238,0.0529908678661356,0.000444864251680339,0.000444708319201595,0.0116461313062158,0.0943356044260554
1741,"1741_2",364,"Erdogan & Stuessy, 2016",2016,1,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"Texas Assessment of Knowledge and Skills (TAKS- Academic Performance Score)",1,"0","Accuracy","Raw",1,"NationalTest",19155,9646,9509,2228,245,2228,226,0,0.000208833444278713,0.000208833444278713,-0.0283253679227198,0.0283253679227198
1957,"1957_1",365,"Eren & Coskun, 2016",2016,1,"Turkiye",0.620076923076923,"MiddleEast","4.High",10.5,187,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",557,270,287,58.39,9.03,67.27,16.69,-0.656310417310637,0.00757468796305358,0.00718802426119499,-0.827262808618927,-0.485358026002348
1550,"1550_1",366,"Erturan & Jansen, 2015",2015,1,"Netherlands",0.757692307692308,"CentralEurope",NA,6,NA,"Arithmetic Number Fact Test",0,"0","Accuracy","Raw",1,"Computation",69,34,35,79.6,21.15,79,23.97,0.0265193210783124,0.0579882894685461,0.0579831932773109,-0.453878651939293,0.506917294095918
1550,"1550_2",367,"Erturan & Jansen, 2015",2015,1,"Netherlands",0.757692307692308,"CentralEurope",NA,4.5,NA,"Tempo Test Automatiseren",0,"0","Accuracy","Raw",1,"Computation",208,110,98,106.2,24.96,111.18,31,-0.178066654963697,0.0193712112370476,0.0192949907235622,-0.452451914023213,0.0963186040958185
1952,"1952_1",368,"Escovar et al., 2016",2016,1,"United States",0.739076923,"NorthAmerica",NA,5,114,"Woodcock Johnson III- math test",1,"0","Accuracy","Raw",1,"BroadMathematics",112,55,57,107.89,16.92,108.72,14.65,-0.0525145081555032,0.0357379893200786,0.035725677830941,-0.427082823914165,0.322053807603158
1952,"1952_1",369,"Escovar et al., 2016",2016,1,"United States",0.739076923,"NorthAmerica",NA,5,114,"Woodcock Johnson III- math test",1,"0","Accuracy","Raw",1,"BroadMathematics",112,55,57,110.45,13.24,105.51,13.98,0.36265526996102,0.0363128155310771,0.035725677830941,-0.0149133934738785,0.740223933395918
4062,"4062_1",370,"Escudero et al., 2022",2022,1,"Spain",0.756461538461539,"CentralEurope","2.Primary",1,NA,"TEMA3",1,"0","Accuracy","Raw",1,"BroadMathematics",68,34,34,105.97,16.73,96.68,9.93,0.675303548903605,0.0621767270820721,0.0588235294117647,0.177728150800765,1.17287894700644
